device_id,ts,temp_c,humidity,region
dev-2,2024-03-09T18:00:00,21.05,45.8,us-west
dev-2,2024-03-09T20:00:00,21.45,46.0,us-west
dev-2,2024-03-09T22:00:00,21.85,46.2,us-west
dev-2,2024-03-10T00:00:00,17.5,44.0,us-west
dev-2,2024-03-10T02:00:00,17.9,44.2,us-west
dev-2,2024-03-10T04:00:00,18.3,44.4,us-west
dev-2,2024-03-10T06:00:00,18.7,44.6,us-west
dev-2,2024-03-10T08:00:00,19.1,44.8,us-west
dev-2,2024-03-10T10:00:00,19.5,45.0,us-west
dev-2,2024-03-10T12:00:00,19.9,45.2,us-west
dev-2,2024-03-10T14:00:00,20.3,45.4,us-west
dev-2,2024-03-10T16:00:00,20.7,45.6,us-west
dev-2,2024-03-10T18:00:00,21.1,45.8,us-west
dev-2,2024-03-10T20:00:00,21.5,46.0,us-west
dev-2,2024-03-10T22:00:00,21.9,46.2,us-west
dev-2,2024-03-11T00:00:00,17.55,44.0,us-west
dev-2,2024-03-11T02:00:00,17.95,44.2,us-west
dev-2,2024-03-11T04:00:00,18.35,44.4,us-west
dev-2,2024-03-11T06:00:00,18.75,44.6,us-west
dev-2,2024-03-11T08:00:00,19.15,44.8,us-west
dev-2,2024-03-11T10:00:00,19.55,45.0,us-west
dev-2,2024-03-11T12:00:00,19.95,45.2,us-west
dev-2,2024-03-11T14:00:00,20.35,45.4,us-west
dev-2,2024-03-11T16:00:00,20.75,45.6,us-west
dev-2,2024-03-11T18:00:00,21.15,45.8,us-west
dev-2,2024-03-11T20:00:00,21.55,46.0,us-west
dev-2,2024-03-11T22:00:00,21.95,46.2,us-west
dev-2,2024-03-12T00:00:00,17.6,44.0,us-west
dev-2,2024-03-12T02:00:00,18.0,44.2,us-west
dev-2,2024-03-12T04:00:00,18.4,44.4,us-west
dev-2,2024-03-12T06:00:00,18.8,44.6,us-west
dev-2,2024-03-12T08:00:00,19.2,44.8,us-west
dev-2,2024-03-12T10:00:00,19.6,45.0,us-west
dev-2,2024-03-12T12:00:00,20.0,45.2,us-west
dev-2,2024-03-12T14:00:00,20.4,45.4,us-west
dev-2,2024-03-12T16:00:00,20.8,45.6,us-west
dev-2,2024-03-12T18:00:00,21.2,45.8,us-west
dev-2,2024-03-12T20:00:00,21.6,46.0,us-west
dev-2,2024-03-12T22:00:00,22.0,46.2,us-west
dev-2,2024-03-13T00:00:00,17.65,44.0,us-west
dev-2,2024-03-13T02:00:00,18.05,44.2,us-west
dev-2,2024-03-13T04:00:00,18.45,44.4,us-west
dev-2,2024-03-13T06:00:00,18.85,44.6,us-west
dev-2,2024-03-13T08:00:00,19.25,44.8,us-west
dev-2,2024-03-13T10:00:00,19.65,45.0,us-west
dev-2,2024-03-13T12:00:00,20.05,45.2,us-west
dev-2,2024-03-13T14:00:00,20.45,45.4,us-west
dev-2,2024-03-13T16:00:00,20.85,45.6,us-west
dev-2,2024-03-13T18:00:00,21.25,45.8,us-west
dev-2,2024-03-13T20:00:00,21.65,46.0,us-west
dev-2,2024-03-13T22:00:00,22.05,46.2,us-west
dev-2,2024-03-14T00:00:00,17.7,44.0,us-west
dev-2,2024-03-14T02:00:00,18.1,44.2,us-west
dev-2,2024-03-14T04:00:00,18.5,44.4,us-west
dev-2,2024-03-14T06:00:00,18.9,44.6,us-west
dev-2,2024-03-14T08:00:00,19.3,44.8,us-west
dev-2,2024-03-14T10:00:00,19.7,45.0,us-west
dev-2,2024-03-14T12:00:00,20.1,45.2,us-west
dev-2,2024-03-14T14:00:00,20.5,45.4,us-west
dev-2,2024-03-14T16:00:00,20.9,45.6,us-west
dev-2,2024-03-14T18:00:00,21.3,45.8,us-west
dev-2,2024-03-14T20:00:00,21.7,46.0,us-west
dev-2,2024-03-14T22:00:00,22.1,46.2,us-west
dev-2,2024-03-15T00:00:00,17.75,44.0,us-west
dev-2,2024-03-15T02:00:00,18.15,44.2,us-west
dev-2,2024-03-15T04:00:00,18.55,44.4,us-west
dev-2,2024-03-15T06:00:00,18.95,44.6,us-west
dev-2,2024-03-15T08:00:00,19.35,44.8,us-west
dev-2,2024-03-15T10:00:00,19.75,45.0,us-west
dev-2,2024-03-15T12:00:00,20.15,45.2,us-west
dev-2,2024-03-15T14:00:00,20.55,45.4,us-west
dev-2,2024-03-15T16:00:00,20.95,45.6,us-west
dev-2,2024-03-15T18:00:00,21.35,45.8,us-west
dev-2,2024-03-15T20:00:00,21.75,46.0,us-west
dev-2,2024-03-15T22:00:00,22.15,46.2,us-west
dev-2,2024-03-16T00:00:00,17.8,44.0,us-west
dev-2,2024-03-16T02:00:00,18.2,44.2,us-west
dev-2,2024-03-16T04:00:00,18.6,44.4,us-west
dev-2,2024-03-16T06:00:00,19.0,44.6,us-west
dev-2,2024-03-16T08:00:00,19.4,44.8,us-west
dev-2,2024-03-16T10:00:00,19.8,45.0,us-west
dev-2,2024-03-16T12:00:00,20.2,45.2,us-west
dev-2,2024-03-16T14:00:00,20.6,45.4,us-west
dev-2,2024-03-16T16:00:00,21.0,45.6,us-west
dev-2,2024-03-16T18:00:00,21.4,45.8,us-west
dev-2,2024-03-16T20:00:00,21.8,46.0,us-west
dev-2,2024-03-16T22:00:00,22.2,46.2,us-west
dev-2,2024-03-17T00:00:00,17.85,44.0,us-west
dev-2,2024-03-17T02:00:00,18.25,44.2,us-west
dev-2,2024-03-17T04:00:00,18.65,44.4,us-west
dev-2,2024-03-17T06:00:00,19.05,44.6,us-west
dev-2,2024-03-17T08:00:00,19.45,44.8,us-west
dev-2,2024-03-17T10:00:00,19.85,45.0,us-west
dev-2,2024-03-17T12:00:00,20.25,45.2,us-west
dev-2,2024-03-17T14:00:00,20.65,45.4,us-west
dev-2,2024-03-17T16:00:00,21.05,45.6,us-west
dev-2,2024-03-17T18:00:00,21.45,45.8,us-west
dev-2,2024-03-17T20:00:00,21.85,46.0,us-west
dev-2,2024-03-17T22:00:00,22.25,46.2,us-west
dev-2,2024-03-18T00:00:00,17.9,44.0,us-west
dev-2,2024-03-18T02:00:00,18.3,44.2,us-west
dev-2,2024-03-18T04:00:00,18.7,44.4,us-west
dev-2,2024-03-18T06:00:00,19.1,44.6,us-west
dev-2,2024-03-18T08:00:00,19.5,44.8,us-west
dev-2,2024-03-18T10:00:00,19.9,45.0,us-west
dev-2,2024-03-18T12:00:00,20.3,45.2,us-west
dev-2,2024-03-18T14:00:00,20.7,45.4,us-west
dev-2,2024-03-18T16:00:00,21.1,45.6,us-west
dev-2,2024-03-18T18:00:00,21.5,45.8,us-west
dev-2,2024-03-18T20:00:00,21.9,46.0,us-west
dev-2,2024-03-18T22:00:00,22.3,46.2,us-west
dev-2,2024-03-19T00:00:00,17.95,44.0,us-west
dev-2,2024-03-19T02:00:00,18.35,44.2,us-west
dev-2,2024-03-19T04:00:00,18.75,44.4,us-west
dev-2,2024-03-19T06:00:00,19.15,44.6,us-west
dev-2,2024-03-19T08:00:00,19.55,44.8,us-west
dev-2,2024-03-19T10:00:00,19.95,45.0,us-west
dev-2,2024-03-19T12:00:00,20.35,45.2,us-west
dev-2,2024-03-19T14:00:00,20.75,45.4,us-west
dev-2,2024-03-19T16:00:00,21.15,45.6,us-west
dev-2,2024-03-19T18:00:00,21.55,45.8,us-west
dev-2,2024-03-19T20:00:00,21.95,46.0,us-west
dev-2,2024-03-19T22:00:00,22.35,46.2,us-west
dev-2,2024-03-20T00:00:00,18.0,44.0,us-west
dev-2,2024-03-20T02:00:00,18.4,44.2,us-west
dev-2,2024-03-20T04:00:00,18.8,44.4,us-west
dev-2,2024-03-20T06:00:00,19.2,44.6,us-west
dev-2,2024-03-20T08:00:00,19.6,44.8,us-west
dev-2,2024-03-20T10:00:00,20.0,45.0,us-west
dev-2,2024-03-20T12:00:00,20.4,45.2,us-west
dev-2,2024-03-20T14:00:00,20.8,45.4,us-west
dev-2,2024-03-20T16:00:00,21.2,45.6,us-west
dev-2,2024-03-20T18:00:00,21.6,45.8,us-west
dev-2,2024-03-20T20:00:00,22.0,46.0,us-west
dev-2,2024-03-20T22:00:00,22.4,46.2,us-west
dev-2,2024-03-21T00:00:00,18.05,44.0,us-west
dev-2,2024-03-21T02:00:00,18.45,44.2,us-west
dev-2,2024-03-21T04:00:00,18.85,44.4,us-west
dev-2,2024-03-21T06:00:00,19.25,44.6,us-west
dev-2,2024-03-21T08:00:00,19.65,44.8,us-west
dev-2,2024-03-21T10:00:00,20.05,45.0,us-west
dev-2,2024-03-21T12:00:00,20.45,45.2,us-west
dev-2,2024-03-21T14:00:00,20.85,45.4,us-west
dev-2,2024-03-21T16:00:00,21.25,45.6,us-west
dev-2,2024-03-21T18:00:00,21.65,45.8,us-west
dev-2,2024-03-21T20:00:00,22.05,46.0,us-west
dev-2,2024-03-21T22:00:00,22.45,46.2,us-west
dev-2,2024-03-22T00:00:00,18.1,44.0,us-west
dev-2,2024-03-22T02:00:00,18.5,44.2,us-west
dev-2,2024-03-22T04:00:00,18.9,44.4,us-west
dev-2,2024-03-22T06:00:00,19.3,44.6,us-west
dev-2,2024-03-22T08:00:00,19.7,44.8,us-west
dev-2,2024-03-22T10:00:00,20.1,45.0,us-west
dev-2,2024-03-22T12:00:00,20.5,45.2,us-west
dev-2,2024-03-22T14:00:00,20.9,45.4,us-west
dev-2,2024-03-22T16:00:00,21.3,45.6,us-west
dev-2,2024-03-22T18:00:00,21.7,45.8,us-west
dev-2,2024-03-22T20:00:00,22.1,46.0,us-west
dev-2,2024-03-22T22:00:00,22.5,46.2,us-west
dev-2,2024-03-23T00:00:00,18.15,44.0,us-west
dev-2,2024-03-23T02:00:00,18.55,44.2,us-west
dev-2,2024-03-23T04:00:00,18.95,44.4,us-west
dev-2,2024-03-23T06:00:00,19.35,44.6,us-west
dev-2,2024-03-23T08:00:00,19.75,44.8,us-west
dev-2,2024-03-23T10:00:00,20.15,45.0,us-west
dev-2,2024-03-23T12:00:00,20.55,45.2,us-west
dev-2,2024-03-23T14:00:00,20.95,45.4,us-west
dev-2,2024-03-23T16:00:00,21.35,45.6,us-west
dev-2,2024-03-23T18:00:00,21.75,45.8,us-west
dev-2,2024-03-23T20:00:00,22.15,46.0,us-west
dev-2,2024-03-23T22:00:00,22.55,46.2,us-west
dev-2,2024-03-24T00:00:00,18.2,44.0,us-west
dev-2,2024-03-24T02:00:00,18.6,44.2,us-west
dev-2,2024-03-24T04:00:00,19.0,44.4,us-west
dev-2,2024-03-24T06:00:00,19.4,44.6,us-west
dev-2,2024-03-24T08:00:00,19.8,44.8,us-west
dev-2,2024-03-24T10:00:00,20.2,45.0,us-west
dev-2,2024-03-24T12:00:00,20.6,45.2,us-west
dev-2,2024-03-24T14:00:00,21.0,45.4,us-west
dev-2,2024-03-24T16:00:00,21.4,45.6,us-west
dev-2,2024-03-24T18:00:00,21.8,45.8,us-west
dev-2,2024-03-24T20:00:00,22.2,46.0,us-west
dev-2,2024-03-24T22:00:00,22.6,46.2,us-west
dev-2,2024-03-25T00:00:00,18.25,44.0,us-west
dev-2,2024-03-25T02:00:00,18.65,44.2,us-west
dev-2,2024-03-25T04:00:00,19.05,44.4,us-west
dev-2,2024-03-25T06:00:00,19.45,44.6,us-west
dev-2,2024-03-25T08:00:00,19.85,44.8,us-west
dev-2,2024-03-25T10:00:00,20.25,45.0,us-west
dev-2,2024-03-25T12:00:00,20.65,45.2,us-west
dev-2,2024-03-25T14:00:00,21.05,45.4,us-west
dev-2,2024-03-25T16:00:00,21.45,45.6,us-west
dev-2,2024-03-25T18:00:00,21.85,45.8,us-west
dev-2,2024-03-25T20:00:00,22.25,46.0,us-west
dev-2,2024-03-25T22:00:00,22.65,46.2,us-west
dev-2,2024-03-26T00:00:00,18.3,44.0,us-west
dev-2,2024-03-26T02:00:00,18.7,44.2,us-west
dev-2,2024-03-26T04:00:00,19.1,44.4,us-west
dev-2,2024-03-26T06:00:00,19.5,44.6,us-west
dev-2,2024-03-26T08:00:00,19.9,44.8,us-west
dev-2,2024-03-26T10:00:00,20.3,45.0,us-west
dev-2,2024-03-26T12:00:00,20.7,45.2,us-west
dev-2,2024-03-26T14:00:00,21.1,45.4,us-west
dev-2,2024-03-26T16:00:00,21.5,45.6,us-west
dev-2,2024-03-26T18:00:00,21.9,45.8,us-west
dev-2,2024-03-26T20:00:00,22.3,46.0,us-west
dev-2,2024-03-26T22:00:00,22.7,46.2,us-west
dev-2,2024-03-27T00:00:00,18.35,44.0,us-west
dev-2,2024-03-27T02:00:00,18.75,44.2,us-west
dev-2,2024-03-27T04:00:00,19.15,44.4,us-west
dev-2,2024-03-27T06:00:00,19.55,44.6,us-west
dev-2,2024-03-27T08:00:00,19.95,44.8,us-west
dev-2,2024-03-27T10:00:00,20.35,45.0,us-west
dev-2,2024-03-27T12:00:00,20.75,45.2,us-west
dev-2,2024-03-27T14:00:00,21.15,45.4,us-west
dev-2,2024-03-27T16:00:00,21.55,45.6,us-west
dev-2,2024-03-27T18:00:00,21.95,45.8,us-west
dev-2,2024-03-27T20:00:00,22.35,46.0,us-west
dev-2,2024-03-27T22:00:00,22.75,46.2,us-west
dev-2,2024-03-28T00:00:00,18.4,44.0,us-west
dev-2,2024-03-28T02:00:00,18.8,44.2,us-west
dev-2,2024-03-28T04:00:00,19.2,44.4,us-west
dev-2,2024-03-28T06:00:00,19.6,44.6,us-west
dev-2,2024-03-28T08:00:00,20.0,44.8,us-west
dev-2,2024-03-28T10:00:00,20.4,45.0,us-west
dev-2,2024-03-28T12:00:00,20.8,45.2,us-west
dev-2,2024-03-28T14:00:00,21.2,45.4,us-west
dev-2,2024-03-28T16:00:00,21.6,45.6,us-west
dev-2,2024-03-28T18:00:00,22.0,45.8,us-west
dev-2,2024-03-28T20:00:00,22.4,46.0,us-west
dev-2,2024-03-28T22:00:00,22.8,46.2,us-west
dev-2,2024-03-29T00:00:00,18.45,44.0,us-west
dev-2,2024-03-29T02:00:00,18.85,44.2,us-west
dev-2,2024-03-29T04:00:00,19.25,44.4,us-west
dev-2,2024-03-29T06:00:00,19.65,44.6,us-west
dev-2,2024-03-29T08:00:00,20.05,44.8,us-west
dev-2,2024-03-29T10:00:00,20.45,45.0,us-west
dev-2,2024-03-29T12:00:00,20.85,45.2,us-west
dev-2,2024-03-29T14:00:00,21.25,45.4,us-west
dev-2,2024-03-29T16:00:00,21.65,45.6,us-west
dev-2,2024-03-29T18:00:00,22.05,45.8,us-west
dev-2,2024-03-29T20:00:00,22.45,46.0,us-west
dev-2,2024-03-29T22:00:00,22.85,46.2,us-west
dev-2,2024-03-30T00:00:00,18.5,44.0,us-west
dev-2,2024-03-30T02:00:00,18.9,44.2,us-west
dev-2,2024-03-30T04:00:00,19.3,44.4,us-west
dev-2,2024-03-30T06:00:00,19.7,44.6,us-west
dev-2,2024-03-30T08:00:00,20.1,44.8,us-west
dev-2,2024-03-30T10:00:00,20.5,45.0,us-west
dev-2,2024-03-30T12:00:00,20.9,45.2,us-west
dev-2,2024-03-30T14:00:00,21.3,45.4,us-west
dev-2,2024-03-30T16:00:00,21.7,45.6,us-west
dev-2,2024-03-30T18:00:00,22.1,45.8,us-west
dev-2,2024-03-30T20:00:00,22.5,46.0,us-west
dev-2,2024-03-30T22:00:00,22.9,46.2,us-west
dev-3,2024-03-01T00:00:00,18.05,46.0,eu
dev-3,2024-03-01T02:00:00,18.45,46.2,eu
dev-3,2024-03-01T04:00:00,18.85,46.4,eu
dev-3,2024-03-01T06:00:00,19.25,46.6,eu
dev-3,2024-03-01T08:00:00,19.65,46.8,eu
dev-3,2024-03-01T10:00:00,20.05,47.0,eu
dev-3,2024-03-01T12:00:00,20.45,47.2,eu
dev-3,2024-03-01T14:00:00,20.85,47.4,eu
dev-3,2024-03-01T16:00:00,21.25,47.6,eu
dev-3,2024-03-01T18:00:00,21.65,47.8,eu
dev-3,2024-03-01T20:00:00,22.05,48.0,eu
dev-3,2024-03-01T22:00:00,22.45,48.2,eu
dev-3,2024-03-02T00:00:00,18.1,46.0,eu
dev-3,2024-03-02T02:00:00,18.5,46.2,eu
dev-3,2024-03-02T04:00:00,18.9,46.4,eu
dev-3,2024-03-02T06:00:00,19.3,46.6,eu
dev-3,2024-03-02T08:00:00,19.7,46.8,eu
dev-3,2024-03-02T10:00:00,20.1,47.0,eu
dev-3,2024-03-02T12:00:00,20.5,47.2,eu
dev-3,2024-03-02T14:00:00,20.9,47.4,eu
dev-3,2024-03-02T16:00:00,21.3,47.6,eu
dev-3,2024-03-02T18:00:00,21.7,47.8,eu
dev-3,2024-03-02T20:00:00,22.1,48.0,eu
dev-3,2024-03-02T22:00:00,22.5,48.2,eu
dev-3,2024-03-03T00:00:00,18.15,46.0,eu
dev-3,2024-03-03T02:00:00,18.55,46.2,eu
dev-3,2024-03-03T04:00:00,18.95,46.4,eu
dev-3,2024-03-03T06:00:00,19.35,46.6,eu
dev-3,2024-03-03T08:00:00,19.75,46.8,eu
dev-3,2024-03-03T10:00:00,20.15,47.0,eu
dev-3,2024-03-03T12:00:00,20.55,47.2,eu
dev-3,2024-03-03T14:00:00,20.95,47.4,eu
dev-3,2024-03-03T16:00:00,21.35,47.6,eu
dev-3,2024-03-03T18:00:00,21.75,47.8,eu
dev-3,2024-03-03T20:00:00,22.15,48.0,eu
dev-3,2024-03-03T22:00:00,22.55,48.2,eu
dev-3,2024-03-04T00:00:00,18.2,46.0,eu
dev-3,2024-03-04T02:00:00,18.6,46.2,eu
dev-3,2024-03-04T04:00:00,19.0,46.4,eu
dev-3,2024-03-04T06:00:00,19.4,46.6,eu
dev-3,2024-03-04T08:00:00,19.8,46.8,eu
dev-3,2024-03-04T10:00:00,20.2,47.0,eu
dev-3,2024-03-04T12:00:00,20.6,47.2,eu
dev-3,2024-03-04T14:00:00,21.0,47.4,eu
dev-3,2024-03-04T16:00:00,21.4,47.6,eu
dev-3,2024-03-04T18:00:00,21.8,47.8,eu
dev-3,2024-03-04T20:00:00,22.2,48.0,eu
dev-3,2024-03-04T22:00:00,22.6,48.2,eu
dev-3,2024-03-05T00:00:00,18.25,46.0,eu
dev-3,2024-03-05T02:00:00,18.65,46.2,eu
dev-3,2024-03-05T04:00:00,19.05,46.4,eu
dev-3,2024-03-05T06:00:00,19.45,46.6,eu
dev-3,2024-03-05T08:00:00,19.85,46.8,eu
dev-3,2024-03-05T10:00:00,20.25,47.0,eu
dev-3,2024-03-05T12:00:00,20.65,47.2,eu
dev-3,2024-03-05T14:00:00,21.05,47.4,eu
dev-3,2024-03-05T16:00:00,21.45,47.6,eu
dev-3,2024-03-05T18:00:00,21.85,47.8,eu
dev-3,2024-03-05T20:00:00,22.25,48.0,eu
dev-3,2024-03-05T22:00:00,22.65,48.2,eu
dev-3,2024-03-06T00:00:00,18.3,46.0,eu
dev-3,2024-03-06T02:00:00,18.7,46.2,eu
dev-3,2024-03-06T04:00:00,19.1,46.4,eu
dev-3,2024-03-06T06:00:00,19.5,46.6,eu
dev-3,2024-03-06T08:00:00,19.9,46.8,eu
dev-3,2024-03-06T10:00:00,20.3,47.0,eu
dev-3,2024-03-06T12:00:00,20.7,47.2,eu
dev-3,2024-03-06T14:00:00,21.1,47.4,eu
dev-3,2024-03-06T16:00:00,21.5,47.6,eu
dev-3,2024-03-06T18:00:00,21.9,47.8,eu
dev-3,2024-03-06T20:00:00,22.3,48.0,eu
dev-3,2024-03-06T22:00:00,22.7,48.2,eu
dev-3,2024-03-07T00:00:00,18.35,46.0,eu
dev-3,2024-03-07T02:00:00,18.75,46.2,eu
dev-3,2024-03-07T04:00:00,19.15,46.4,eu
dev-3,2024-03-07T06:00:00,19.55,46.6,eu
dev-3,2024-03-07T08:00:00,19.95,46.8,eu
dev-3,2024-03-07T10:00:00,20.35,47.0,eu
dev-3,2024-03-07T12:00:00,20.75,47.2,eu
dev-3,2024-03-07T14:00:00,21.15,47.4,eu
dev-3,2024-03-07T16:00:00,21.55,47.6,eu
dev-3,2024-03-07T18:00:00,21.95,47.8,eu
dev-3,2024-03-07T20:00:00,22.35,48.0,eu
dev-3,2024-03-07T22:00:00,22.75,48.2,eu
dev-3,2024-03-08T00:00:00,18.4,46.0,eu
dev-3,2024-03-08T02:00:00,18.8,46.2,eu
dev-3,2024-03-08T04:00:00,19.2,46.4,eu
dev-3,2024-03-08T06:00:00,19.6,46.6,eu
dev-3,2024-03-08T08:00:00,20.0,46.8,eu
dev-3,2024-03-08T10:00:00,20.4,47.0,eu
dev-3,2024-03-08T12:00:00,20.8,47.2,eu
dev-3,2024-03-08T14:00:00,21.2,47.4,eu
dev-3,2024-03-08T16:00:00,21.6,47.6,eu
dev-3,2024-03-08T18:00:00,22.0,47.8,eu
dev-3,2024-03-08T20:00:00,22.4,48.0,eu
dev-3,2024-03-08T22:00:00,22.8,48.2,eu
dev-3,2024-03-09T00:00:00,18.45,46.0,eu
dev-3,2024-03-09T02:00:00,18.85,46.2,eu
dev-3,2024-03-09T04:00:00,19.25,46.4,eu
dev-3,2024-03-09T06:00:00,19.65,46.6,eu
dev-3,2024-03-09T08:00:00,20.05,46.8,eu
dev-3,2024-03-09T10:00:00,20.45,47.0,eu
dev-3,2024-03-09T12:00:00,20.85,47.2,eu
dev-3,2024-03-09T14:00:00,21.25,47.4,eu
dev-3,2024-03-09T16:00:00,21.65,47.6,eu
dev-3,2024-03-09T18:00:00,22.05,47.8,eu
dev-3,2024-03-09T20:00:00,22.45,48.0,eu
dev-3,2024-03-09T22:00:00,22.85,48.2,eu
dev-3,2024-03-10T00:00:00,18.5,46.0,eu
dev-3,2024-03-10T02:00:00,18.9,46.2,eu
dev-3,2024-03-10T04:00:00,19.3,46.4,eu
dev-3,2024-03-10T06:00:00,19.7,46.6,eu
dev-3,2024-03-10T08:00:00,20.1,46.8,eu
dev-3,2024-03-10T10:00:00,20.5,47.0,eu
dev-3,2024-03-10T12:00:00,20.9,47.2,eu
dev-3,2024-03-10T14:00:00,21.3,47.4,eu
dev-3,2024-03-10T16:00:00,21.7,47.6,eu
dev-3,2024-03-10T18:00:00,22.1,47.8,eu
dev-3,2024-03-10T20:00:00,22.5,48.0,eu
dev-3,2024-03-10T22:00:00,22.9,48.2,eu
dev-3,2024-03-11T00:00:00,18.55,46.0,eu
dev-3,2024-03-11T02:00:00,18.95,46.2,eu
dev-3,2024-03-11T04:00:00,19.35,46.4,eu
dev-3,2024-03-11T06:00:00,19.75,46.6,eu
dev-3,2024-03-11T08:00:00,20.15,46.8,eu
dev-3,2024-03-11T10:00:00,20.55,47.0,eu
dev-3,2024-03-11T12:00:00,20.95,47.2,eu
dev-3,2024-03-11T14:00:00,21.35,47.4,eu
dev-3,2024-03-11T16:00:00,21.75,47.6,eu
dev-3,2024-03-11T18:00:00,22.15,47.8,eu
dev-3,2024-03-11T20:00:00,22.55,48.0,eu
dev-3,2024-03-11T22:00:00,22.95,48.2,eu
dev-3,2024-03-12T00:00:00,18.6,46.0,eu
dev-3,2024-03-12T02:00:00,19.0,46.2,eu
dev-3,2024-03-12T04:00:00,19.4,46.4,eu
dev-3,2024-03-12T06:00:00,19.8,46.6,eu
dev-3,2024-03-12T08:00:00,20.2,46.8,eu
dev-3,2024-03-12T10:00:00,20.6,47.0,eu
dev-3,2024-03-12T12:00:00,21.0,47.2,eu
dev-3,2024-03-12T14:00:00,21.4,47.4,eu
dev-3,2024-03-12T16:00:00,21.8,47.6,eu
dev-3,2024-03-12T18:00:00,22.2,47.8,eu
dev-3,2024-03-12T20:00:00,22.6,48.0,eu
dev-3,2024-03-12T22:00:00,23.0,48.2,eu
dev-3,2024-03-13T00:00:00,18.65,46.0,eu
dev-3,2024-03-13T02:00:00,19.05,46.2,eu
dev-3,2024-03-13T04:00:00,19.45,46.4,eu
dev-3,2024-03-13T06:00:00,19.85,46.6,eu
dev-3,2024-03-13T08:00:00,20.25,46.8,eu
dev-3,2024-03-13T10:00:00,20.65,47.0,eu
dev-3,2024-03-13T12:00:00,21.05,47.2,eu
dev-3,2024-03-13T14:00:00,21.45,47.4,eu
dev-3,2024-03-13T16:00:00,21.85,47.6,eu
dev-3,2024-03-13T18:00:00,22.25,47.8,eu
dev-3,2024-03-13T20:00:00,22.65,48.0,eu
dev-3,2024-03-13T22:00:00,23.05,48.2,eu
dev-3,2024-03-14T00:00:00,18.7,46.0,eu
dev-3,2024-03-14T02:00:00,19.1,46.2,eu
dev-3,2024-03-14T04:00:00,19.5,46.4,eu
dev-3,2024-03-14T06:00:00,19.9,46.6,eu
dev-3,2024-03-14T08:00:00,20.3,46.8,eu
dev-3,2024-03-14T10:00:00,20.7,47.0,eu
dev-3,2024-03-14T12:00:00,21.1,47.2,eu
dev-3,2024-03-14T14:00:00,21.5,47.4,eu
dev-3,2024-03-14T16:00:00,21.9,47.6,eu
dev-3,2024-03-14T18:00:00,22.3,47.8,eu
dev-3,2024-03-14T20:00:00,22.7,48.0,eu
dev-3,2024-03-14T22:00:00,23.1,48.2,eu
dev-3,2024-03-15T00:00:00,18.75,46.0,eu
dev-3,2024-03-15T02:00:00,19.15,46.2,eu
dev-3,2024-03-15T04:00:00,19.55,46.4,eu
dev-3,2024-03-15T06:00:00,19.95,46.6,eu
dev-3,2024-03-15T08:00:00,20.35,46.8,eu
dev-3,2024-03-15T10:00:00,20.75,47.0,eu
dev-3,2024-03-15T12:00:00,21.15,47.2,eu
dev-3,2024-03-15T14:00:00,21.55,47.4,eu
dev-3,2024-03-15T16:00:00,21.95,47.6,eu
dev-3,2024-03-15T18:00:00,22.35,47.8,eu
dev-3,2024-03-15T20:00:00,22.75,48.0,eu
dev-3,2024-03-15T22:00:00,23.15,48.2,eu
dev-3,2024-03-16T00:00:00,18.8,46.0,eu
dev-3,2024-03-16T02:00:00,19.2,46.2,eu
dev-3,2024-03-16T04:00:00,19.6,46.4,eu
dev-3,2024-03-16T06:00:00,20.0,46.6,eu
dev-3,2024-03-16T08:00:00,20.4,46.8,eu
dev-3,2024-03-16T10:00:00,20.8,47.0,eu
dev-3,2024-03-16T12:00:00,21.2,47.2,eu
dev-3,2024-03-16T14:00:00,21.6,47.4,eu
dev-3,2024-03-16T16:00:00,22.0,47.6,eu
dev-3,2024-03-16T18:00:00,22.4,47.8,eu
dev-3,2024-03-16T20:00:00,22.8,48.0,eu
dev-3,2024-03-16T22:00:00,23.2,48.2,eu
dev-3,2024-03-17T00:00:00,18.85,46.0,eu
dev-3,2024-03-17T02:00:00,19.25,46.2,eu
dev-3,2024-03-17T04:00:00,19.65,46.4,eu
dev-3,2024-03-17T06:00:00,20.05,46.6,eu
dev-3,2024-03-17T08:00:00,20.45,46.8,eu
dev-3,2024-03-17T10:00:00,20.85,47.0,eu
dev-3,2024-03-17T12:00:00,21.25,47.2,eu
dev-3,2024-03-17T14:00:00,21.65,47.4,eu
dev-3,2024-03-17T16:00:00,22.05,47.6,eu
dev-3,2024-03-17T18:00:00,22.45,47.8,eu
dev-3,2024-03-17T20:00:00,22.85,48.0,eu
dev-3,2024-03-17T22:00:00,23.25,48.2,eu
dev-3,2024-03-18T00:00:00,18.9,46.0,eu
dev-3,2024-03-18T02:00:00,19.3,46.2,eu
dev-3,2024-03-18T04:00:00,19.7,46.4,eu
dev-3,2024-03-18T06:00:00,20.1,46.6,eu
dev-3,2024-03-18T08:00:00,20.5,46.8,eu
dev-3,2024-03-18T10:00:00,20.9,47.0,eu
dev-3,2024-03-18T12:00:00,21.3,47.2,eu
dev-3,2024-03-18T14:00:00,21.7,47.4,eu
dev-3,2024-03-18T16:00:00,22.1,47.6,eu
dev-3,2024-03-18T18:00:00,22.5,47.8,eu
dev-3,2024-03-18T20:00:00,22.9,48.0,eu
dev-3,2024-03-18T22:00:00,23.3,48.2,eu
dev-3,2024-03-19T00:00:00,18.95,46.0,eu
dev-3,2024-03-19T02:00:00,19.35,46.2,eu
